Ýstanbul Barajlarýnýn Günlük Doluluk Oranlarý (%);;;;;;;;;;
Tarih;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar
16.07.2019;76,70%;68,15%;81,86%;85,82%;67,94%;75,47%;66,67%;75,72%;52,77%;19,67%
17.07.2019;76,55%;67,89%;81,86%;85,63%;67,38%;74,92%;66,01%;74,97%;52,18%;19,50%
18.07.2019;76,32%;67,73%;81,86%;85,44%;67,19%;74,73%;64,67%;74,34%;51,59%;19,71%
19.07.2019;75,71%;67,67%;82,08%;85,25%;66,72%;74,18%;63,54%;73,68%;51,24%;19,98%
20.07.2019;74,96%;67,57%;82,45%;84,69%;66,54%;74,00%;62,31%;73,13%;51,04%;20,24%
21.07.2019;74,28%;67,41%;82,45%;84,51%;66,35%;73,63%;60,91%;72,53%;50,70%;20,55%
22.07.2019;73,68%;67,35%;82,16%;84,13%;65,70%;73,45%;59,85%;71,93%;50,08%;20,86%
23.07.2019;72,86%;67,09%;81,86%;83,95%;65,24%;72,90%;58,96%;71,21%;49,39%;21,10%
24.07.2019;72,41%;66,98%;81,57%;84,51%;65,15%;72,35%;58,58%;70,52%;48,68%;21,64%
25.07.2019;72,34%;67,51%;81,94%;84,51%;64,87%;72,16%;58,51%;70,33%;47,92%;23,77%
26.07.2019;71,97%;67,25%;81,72%;84,32%;64,69%;71,80%;58,58%;69,95%;47,92%;25,55%
27.07.2019;71,52%;66,93%;81,50%;84,13%;64,59%;71,25%;58,36%;69,32%;46,97%;26,81%
28.07.2019;70,86%;66,71%;81,14%;83,76%;64,23%;71,06%;58,22%;68,81%;46,46%;27,60%
29.07.2019;70,49%;66,34%;80,84%;83,58%;63,31%;70,70%;58,08%;68,31%;45,84%;28,07%
30.07.2019;70,12%;66,08%;80,48%;83,20%;62,67%;70,51%;57,94%;67,86%;45,14%;28,91%
31.07.2019;69,97%;65,81%;79,97%;83,02%;62,49%;69,96%;57,75%;67,35%;44,61%;29,74%
1.08.2019;69,53%;65,54%;79,82%;82,65%;62,04%;69,78%;57,56%;66,76%;44,12%;29,84%
2.08.2019;69,31%;65,33%;79,46%;82,28%;61,68%;69,23%;56,81%;66,10%;43,60%;29,08%
3.08.2019;69,02%;64,91%;78,85%;82,09%;61,14%;69,04%;56,99%;65,63%;42,91%;28,60%
4.08.2019;68,87%;64,64%;78,73%;81,72%;60,78%;68,68%;56,64%;64,95%;42,09%;27,30%
5.08.2019;68,51%;64,27%;78,10%;81,35%;60,51%;68,13%;56,03%;64,38%;41,76%;25,61%
6.08.2019;68,22%;63,84%;77,73%;80,98%;60,06%;67,76%;56,03%;63,76%;41,09%;26,61%
7.08.2019;67,85%;63,58%;77,48%;80,62%;59,53%;67,03%;55,78%;63,25%;40,64%;27,39%
8.08.2019;67,71%;63,15%;77,35%;80,07%;59,08%;66,84%;55,70%;63,25%;40,47%;27,84%
9.08.2019;67,42%;62,89%;76,98%;79,51%;58,73%;66,11%;55,29%;62,49%;39,96%;28,31%
10.08.2019;67,13%;62,67%;76,67%;78,97%;58,73%;65,93%;55,14%;61,95%;39,30%;28,87%
11.08.2019;66,77%;62,48%;76,17%;78,60%;58,38%;65,74%;54,91%;61,42%;38,67%;29,26%
12.08.2019;66,40%;62,15%;75,73%;78,24%;58,11%;65,38%;54,61%;60,92%;37,97%;29,63%
13.08.2019;66,12%;61,97%;75,60%;77,87%;57,41%;65,01%;54,46%;58,97%;37,43%;30,14%
14.08.2019;65,90%;62,15%;75,29%;77,32%;56,97%;64,82%;54,05%;59,99%;36,66%;30,56%
15.08.2019;65,54%;61,53%;74,92%;76,96%;56,79%;64,82%;54,05%;59,14%;35,75%;30,95%
16.08.2019;65,18%;61,27%;74,48%;77,14%;56,18%;64,09%;53,75%;58,97%;35,34%;31,37%
17.08.2019;64,90%;61,27%;74,04%;76,78%;55,75%;63,72%;54,05%;58,36%;33,97%;31,97%
18.08.2019;65,18%;61,24%;81,94%;76,60%;55,75%;63,72%;53,91%;57,88%;34,44%;32,35%
19.08.2019;64,90%;61,20%;81,65%;76,24%;55,75%;63,36%;53,75%;57,40%;33,97%;33,11%
20.08.2019;64,75%;61,01%;81,57%;75,87%;55,75%;62,99%;53,66%;56,95%;33,40%;33,73%
21.08.2019;64,47%;60,98%;81,35%;75,51%;55,58%;62,62%;53,11%;56,45%;32,84%;35,34%
22.08.2019;64,54%;61,13%;83,40%;75,15%;55,14%;62,26%;52,93%;55,97%;32,37%;36,27%
23.08.2019;64,25%;60,98%;82,89%;74,79%;54,63%;62,44%;52,67%;55,53%;31,76%;37,31%
24.08.2019;64,04%;60,68%;82,96%;74,61%;54,28%;62,26%;52,41%;54,97%;31,16%;38,22%
25.08.2019;63,61%;60,57%;82,74%;74,43%;54,03%;61,52%;52,24%;54,30%;30,61%;38,88%
26.08.2019;63,12%;60,46%;82,38%;74,07%;53,51%;61,34%;52,33%;53,73%;30,15%;39,45%
27.08.2019;62,83%;60,50%;82,23%;73,71%;53,00%;60,79%;52,16%;53,14%;29,56%;40,05%
28.08.2019;62,27%;60,35%;81,79%;73,35%;52,75%;60,60%;51,76%;52,64%;29,01%;40,68%
29.08.2019;62,13%;60,10%;81,65%;73,17%;52,32%;60,05%;51,84%;52,11%;28,39%;41,34%
30.08.2019;61,71%;59,99%;81,28%;72,82%;51,90%;59,69%;51,60%;51,21%;27,89%;41,98%
31.08.2019;61,43%;59,88%;80,77%;72,46%;51,65%;59,14%;51,13%;49,53%;27,27%;42,51%
1.09.2019;61,07%;59,66%;80,41%;72,28%;51,40%;58,77%;50,84%;48,09%;26,59%;43,05%
2.09.2019;60,72%;59,43%;80,19%;72,10%;50,73%;58,40%;50,84%;46,49%;26,13%;43,64%
3.09.2019;60,38%;59,36%;80,04%;71,74%;50,39%;58,04%;50,35%;44,99%;25,65%;44,04%
4.09.2019;60,10%;59,29%;79,60%;71,39%;49,89%;57,67%;50,41%;43,60%;25,01%;44,55%
5.09.2019;59,61%;59,21%;79,39%;71,03%;49,56%;57,30%;49,88%;42,06%;24,56%;44,59%
6.09.2019;59,16%;59,03%;79,10%;70,86%;49,15%;56,94%;50,01%;40,73%;24,08%;44,76%
7.09.2019;58,87%;58,85%;78,60%;70,68%;48,82%;56,58%;49,70%;39,33%;23,65%;44,80%
8.09.2019;58,32%;58,41%;78,54%;70,32%;48,33%;56,23%;49,61%;38,03%;23,08%;44,69%
9.09.2019;57,81%;58,26%;78,17%;70,15%;48,00%;55,87%;49,26%;36,80%;22,55%;44,56%
10.09.2019;57,33%;57,97%;77,98%;69,79%;47,51%;55,70%;48,83%;35,40%;21,98%;44,20%
11.09.2019;56,92%;57,67%;77,67%;69,62%;47,18%;54,99%;48,83%;34,77%;21,63%;44,19%
12.09.2019;56,51%;57,52%;77,42%;69,26%;46,70%;54,63%;48,50%;34,19%;21,11%;43,71%
13.09.2019;56,17%;57,41%;77,17%;68,91%;46,21%;54,28%;48,25%;33,63%;20,57%;43,25%
14.09.2019;55,76%;57,08%;76,98%;68,56%;45,81%;54,10%;47,79%;33,23%;20,12%;43,13%
15.09.2019;55,36%;56,94%;76,48%;68,21%;45,41%;53,57%;47,63%;32,80%;19,66%;42,76%
16.09.2019;54,95%;56,68%;76,10%;68,03%;44,93%;53,21%;47,56%;32,29%;18,90%;42,62%
17.09.2019;54,55%;56,38%;75,92%;67,86%;44,77%;53,03%;47,40%;31,83%;18,21%;40,56%
18.09.2019;54,08%;56,09%;75,48%;67,68%;44,29%;52,68%;47,33%;31,41%;17,55%;38,30%
19.09.2019;53,61%;55,83%;75,35%;67,33%;44,21%;52,32%;47,05%;30,85%;17,17%;36,46%
20.09.2019;53,20%;55,87%;75,23%;67,33%;44,21%;52,32%;46,63%;30,24%;16,58%;34,98%
21.09.2019;53,14%;56,05%;75,85%;67,15%;44,21%;51,79%;46,37%;29,67%;16,33%;33,65%
22.09.2019;52,94%;55,83%;75,48%;66,98%;44,21%;51,61%;46,37%;29,24%;15,76%;32,18%
23.09.2019;52,47%;55,43%;75,17%;66,80%;44,21%;51,26%;46,37%;28,22%;14,95%;30,26%
24.09.2019;52,14%;55,28%;75,04%;66,63%;44,21%;50,90%;46,18%;27,30%;14,27%;28,97%
25.09.2019;51,74%;55,17%;75,10%;66,63%;43,42%;50,90%;46,05%;26,21%;13,65%;30,02%
26.09.2019;51,21%;54,99%;74,79%;66,45%;41,86%;50,90%;45,62%;25,15%;13,23%;31,50%
27.09.2019;51,08%;54,95%;74,73%;65,93%;41,70%;49,66%;45,36%;24,64%;12,63%;32,73%
28.09.2019;50,16%;54,58%;74,35%;65,24%;41,16%;50,01%;45,53%;23,06%;12,37%;32,87%
29.09.2019;49,44%;54,25%;74,17%;65,93%;41,08%;49,66%;45,36%;22,04%;11,68%;33,44%
30.09.2019;49,05%;54,04%;73,79%;65,58%;40,32%;49,48%;44,87%;21,60%;11,38%;33,45%
1.10.2019;48,66%;53,84%;73,54%;65,24%;39,94%;49,12%;44,95%;20,81%;10,76%;34,48%
2.10.2019;48,40%;53,77%;73,42%;65,06%;39,41%;48,95%;44,87%;20,01%;10,18%;34,92%
3.10.2019;48,08%;53,42%;73,23%;64,89%;39,04%;48,59%;44,63%;19,19%;9,56%;35,40%
4.10.2019;47,69%;53,19%;73,04%;64,72%;38,96%;48,06%;44,71%;18,50%;9,02%;35,90%
5.10.2019;47,49%;52,97%;73,04%;64,89%;38,89%;47,88%;44,32%;17,86%;8,43%;36,69%
6.10.2019;46,98%;52,75%;72,73%;65,06%;38,89%;48,24%;44,02%;17,11%;8,17%;37,64%
7.10.2019;46,79%;52,56%;72,73%;64,89%;39,04%;47,88%;44,02%;16,62%;7,73%;39,87%
8.10.2019;46,66%;52,45%;72,73%;64,72%;38,74%;47,70%;43,65%;16,05%;7,34%;40,55%
9.10.2019;46,72%;52,42%;72,98%;64,72%;39,34%;47,70%;43,95%;15,86%;7,01%;40,19%
10.10.2019;46,53%;52,23%;72,48%;64,54%;39,26%;47,53%;43,73%;15,52%;6,51%;39,80%
11.10.2019;46,40%;52,09%;72,29%;64,37%;38,96%;47,17%;43,65%;15,36%;5,73%;38,96%
12.10.2019;46,28%;51,90%;72,23%;64,20%;38,51%;46,99%;43,52%;15,21%;5,13%;37,20%
13.10.2019;45,96%;51,68%;72,10%;64,20%;38,36%;46,99%;43,31%;15,06%;4,07%;34,44%
14.10.2019;45,89%;51,46%;71,73%;63,85%;38,07%;46,64%;43,31%;14,72%;3,32%;29,64%
15.10.2019;45,51%;51,28%;71,54%;63,68%;37,99%;46,28%;43,11%;13,81%;3,00%;25,74%
16.10.2019;45,19%;50,98%;71,48%;63,50%;37,70%;45,93%;42,97%;12,89%;2,67%;25,28%
17.10.2019;45,00%;50,76%;71,29%;63,33%;37,47%;45,93%;42,97%;12,00%;2,36%;24,60%
18.10.2019;44,68%;50,58%;71,10%;63,16%;37,11%;45,39%;42,59%;10,71%;2,33%;24,85%
19.10.2019;44,37%;50,32%;70,60%;62,99%;36,81%;45,39%;42,66%;9,65%;2,43%;25,15%
20.10.2019;44,05%;50,14%;70,48%;62,64%;36,45%;45,04%;42,53%;8,74%;2,60%;25,49%
21.10.2019;43,61%;49,92%;70,29%;62,47%;36,16%;44,51%;42,53%;7,88%;2,81%;25,88%
22.10.2019;43,30%;49,66%;70,10%;62,13%;35,80%;44,51%;42,18%;7,12%;2,81%;26,08%
23.10.2019;42,92%;49,44%;69,85%;61,79%;35,58%;44,15%;42,10%;6,23%;2,92%;26,30%
24.10.2019;42,36%;49,18%;69,48%;61,44%;35,22%;43,97%;41,93%;5,48%;2,92%;26,70%
25.10.2019;42,05%;48,96%;69,35%;61,10%;35,01%;43,80%;41,60%;5,00%;2,96%;27,01%
26.10.2019;41,74%;48,74%;69,10%;60,76%;34,87%;43,44%;41,52%;4,89%;3,11%;27,54%
27.10.2019;41,37%;48,48%;68,92%;60,42%;34,58%;43,26%;41,14%;4,78%;2,96%;27,97%
28.10.2019;40,87%;48,26%;68,60%;59,91%;34,30%;42,91%;40,90%;4,68%;2,85%;28,33%
29.10.2019;40,44%;48,01%;68,35%;59,57%;34,09%;42,73%;40,83%;4,58%;2,85%;28,70%
30.10.2019;40,07%;47,75%;68,10%;59,40%;33,67%;42,55%;40,61%;4,46%;2,85%;28,92%
31.10.2019;39,58%;47,57%;68,04%;59,06%;33,53%;42,37%;40,46%;4,33%;3,03%;29,30%
1.11.2019;39,46%;47,49%;68,48%;59,23%;33,53%;42,37%;40,25%;5,31%;3,25%;42,94%
2.11.2019;39,40%;47,53%;68,60%;59,74%;35,01%;42,20%;40,32%;5,48%;3,48%;52,64%
3.11.2019;39,10%;47,57%;68,23%;59,74%;35,01%;42,02%;40,25%;5,48%;3,28%;65,86%
4.11.2019;38,79%;47,57%;68,17%;59,40%;34,87%;41,66%;40,11%;5,43%;3,51%;61,06%
5.11.2019;38,31%;47,60%;68,04%;59,23%;34,65%;41,49%;39,90%;5,31%;3,55%;56,22%
6.11.2019;38,00%;47,57%;67,79%;59,06%;34,37%;41,31%;39,90%;5,18%;2,53%;52,00%
7.11.2019;37,52%;47,46%;67,10%;58,89%;34,30%;41,31%;39,77%;5,16%;2,30%;49,81%
8.11.2019;37,16%;47,20%;66,73%;58,72%;33,95%;41,13%;39,57%;5,07%;2,10%;46,01%
9.11.2019;36,80%;46,87%;66,35%;58,55%;33,67%;40,95%;39,44%;4,98%;2,01%;41,99%
10.11.2019;36,44%;46,54%;66,17%;58,38%;33,46%;40,60%;39,38%;4,76%;2,10%;39,46%
11.11.2019;36,08%;46,28%;66,17%;58,04%;33,18%;40,42%;39,20%;4,70%;2,30%;37,50%
12.11.2019;35,61%;46,02%;65,85%;57,88%;32,90%;40,24%;38,89%;4,58%;2,39%;34,00%
13.11.2019;35,31%;45,66%;65,54%;57,71%;32,35%;40,07%;38,77%;4,33%;2,36%;32,06%
14.11.2019;35,01%;45,32%;65,42%;57,37%;32,49%;39,71%;38,77%;4,09%;2,36%;30,60%
15.11.2019;34,54%;45,03%;65,10%;57,20%;32,55%;39,53%;38,61%;4,00%;2,56%;28,63%
16.11.2019;34,25%;44,74%;64,67%;56,70%;32,49%;39,35%;37,98%;3,91%;2,92%;26,25%
17.11.2019;33,72%;44,44%;64,67%;56,36%;32,49%;39,19%;37,98%;3,78%;3,03%;24,39%
18.11.2019;33,31%;44,15%;64,35%;56,20%;32,42%;39,02%;37,90%;3,64%;3,03%;21,92%
19.11.2019;32,84%;43,85%;64,35%;55,69%;32,42%;39,02%;37,61%;3,51%;3,22%;20,87%
20.11.2019;32,38%;43,52%;64,17%;55,36%;32,49%;38,51%;37,31%;3,39%;3,22%;20,70%
21.11.2019;32,03%;43,23%;63,79%;55,19%;32,62%;38,35%;37,31%;3,22%;3,19%;20,16%
22.11.2019;31,63%;42,90%;63,67%;54,53%;32,55%;38,18%;36,96%;3,04%;3,19%;20,12%
23.11.2019;31,23%;42,61%;63,48%;54,36%;32,62%;38,01%;36,89%;3,42%;3,22%;20,69%
24.11.2019;30,88%;42,31%;63,42%;54,36%;32,69%;37,84%;36,82%;3,18%;3,25%;22,59%
25.11.2019;30,42%;42,02%;62,98%;54,36%;32,55%;37,67%;36,55%;3,08%;3,19%;27,15%
26.11.2019;30,14%;41,76%;62,98%;54,36%;32,76%;37,50%;36,42%;3,11%;3,19%;34,74%
27.11.2019;29,68%;41,36%;63,29%;54,20%;33,39%;37,34%;36,30%;3,86%;3,55%;50,07%
28.11.2019;29,40%;41,14%;63,17%;54,20%;35,01%;37,17%;36,30%;3,97%;3,87%;44,71%
29.11.2019;29,06%;40,85%;63,23%;53,86%;35,15%;36,83%;36,23%;3,97%;3,69%;43,90%
30.11.2019;28,78%;40,47%;63,17%;54,20%;36,23%;37,00%;36,23%;4,21%;4,11%;39,53%
1.12.2019;28,67%;40,22%;63,04%;54,20%;36,23%;36,83%;35,80%;4,28%;4,64%;34,51%
2.12.2019;29,00%;40,51%;63,17%;53,86%;36,74%;36,83%;35,86%;4,48%;4,95%;29,10%
3.12.2019;29,40%;40,59%;62,92%;53,70%;37,03%;36,49%;35,80%;4,30%;4,60%;23,81%
4.12.2019;29,57%;40,73%;63,23%;53,53%;37,18%;36,33%;35,39%;4,30%;4,95%;21,86%
5.12.2019;30,14%;41,03%;63,29%;53,37%;37,77%;36,16%;35,18%;4,21%;5,26%;23,30%
6.12.2019;30,54%;41,32%;62,92%;53,20%;37,92%;36,16%;35,45%;4,09%;4,90%;24,94%
7.12.2019;30,88%;41,36%;62,67%;53,04%;38,07%;36,16%;35,26%;3,86%;4,22%;23,70%
8.12.2019;31,17%;41,21%;62,98%;52,87%;38,21%;35,82%;34,95%;3,34%;3,69%;20,29%
9.12.2019;31,34%;40,96%;62,54%;52,54%;38,21%;35,82%;35,03%;3,56%;3,38%;19,86%
10.12.2019;31,34%;40,77%;62,42%;52,21%;38,21%;35,65%;34,72%;3,66%;3,32%;20,52%
11.12.2019;31,28%;40,59%;62,04%;52,05%;38,14%;35,65%;34,43%;3,86%;3,51%;20,99%
12.12.2019;31,17%;40,44%;61,92%;51,88%;38,21%;35,32%;34,35%;3,47%;2,96%;20,21%
13.12.2019;31,00%;40,22%;61,92%;51,72%;38,36%;35,32%;34,21%;2,99%;2,46%;19,89%
14.12.2019;30,94%;40,00%;61,92%;51,55%;38,36%;35,15%;34,14%;2,51%;2,30%;18,96%
15.12.2019;30,88%;39,78%;61,73%;51,23%;38,36%;34,98%;33,72%;2,84%;2,60%;18,55%
16.12.2019;30,88%;39,52%;61,35%;51,06%;38,44%;34,81%;33,86%;2,84%;3,07%;18,89%
17.12.2019;30,71%;39,30%;60,98%;50,74%;38,51%;34,98%;33,66%;2,68%;2,92%;19,28%
18.12.2019;30,65%;39,04%;61,04%;50,41%;38,51%;34,64%;33,52%;2,40%;2,92%;19,52%
19.12.2019;30,54%;38,82%;60,85%;50,25%;38,59%;34,48%;33,46%;2,58%;2,85%;20,12%
20.12.2019;30,37%;38,64%;60,54%;49,92%;38,59%;34,48%;33,26%;2,78%;2,60%;21,00%
21.12.2019;30,03%;38,42%;60,79%;49,59%;38,59%;34,31%;33,07%;3,22%;2,16%;21,74%
22.12.2019;29,68%;38,20%;60,79%;49,27%;38,44%;33,80%;32,64%;3,47%;1,95%;22,71%
23.12.2019;29,51%;37,94%;60,60%;48,62%;38,51%;33,80%;32,64%;3,66%;1,72%;24,04%
24.12.2019;29,29%;37,72%;60,31%;49,11%;38,51%;34,14%;32,36%;3,86%;1,83%;26,27%
25.12.2019;29,57%;37,72%;60,31%;48,62%;38,89%;33,97%;32,41%;3,86%;2,07%;22,13%
26.12.2019;29,97%;37,65%;60,05%;48,78%;38,89%;33,97%;32,19%;3,82%;2,04%;18,80%
27.12.2019;30,54%;37,87%;60,05%;48,78%;39,04%;33,80%;32,47%;3,78%;2,36%;15,93%
28.12.2019;31,17%;38,56%;60,36%;48,95%;39,19%;33,80%;32,53%;3,74%;2,36%;14,47%
29.12.2019;31,80%;38,78%;61,85%;49,27%;40,78%;34,14%;32,58%;3,86%;2,46%;15,76%
30.12.2019;33,78%;41,25%;63,98%;49,59%;43,34%;34,31%;32,77%;4,18%;2,39%;17,65%
31.12.2019;36,50%;46,32%;66,60%;49,43%;44,05%;34,31%;32,83%;4,16%;2,92%;20,78%
1.01.2020;38,31%;48,74%;67,73%;49,27%;43,50%;33,97%;33,07%;4,51%;3,00%;24,78%
2.01.2020;39,28%;49,51%;68,10%;49,27%;43,50%;33,97%;32,70%;4,33%;3,15%;24,89%
3.01.2020;40,94%;50,62%;70,04%;48,95%;46,78%;34,14%;32,77%;4,38%;3,07%;25,04%
4.01.2020;41,68%;51,13%;70,42%;48,62%;46,94%;34,31%;33,01%;4,33%;2,70%;24,06%
5.01.2020;41,99%;51,46%;70,35%;48,30%;46,94%;34,14%;33,07%;4,28%;2,46%;22,74%
6.01.2020;42,49%;51,72%;72,35%;48,46%;47,26%;34,64%;33,19%;4,43%;2,53%;14,58%
7.01.2020;51,67%;58,22%;87,54%;48,95%;54,54%;35,82%;35,45%;4,89%;3,77%;26,93%
8.01.2020;62,55%;70,23%;100,00%;50,41%;59,62%;36,83%;42,85%;7,14%;4,55%;32,95%
9.01.2020;65,40%;73,37%;96,88%;50,74%;61,86%;37,67%;43,88%;6,80%;4,72%;35,71%
10.01.2020;66,62%;74,48%;98,23%;50,74%;62,86%;38,35%;43,65%;7,58%;4,68%;37,99%
11.01.2020;67,35%;75,07%;98,54%;50,74%;63,13%;38,35%;44,39%;7,63%;4,55%;36,87%
12.01.2020;67,85%;75,49%;98,54%;50,74%;63,22%;38,51%;44,39%;7,79%;4,68%;34,66%
13.01.2020;68,36%;75,97%;98,54%;50,74%;63,22%;38,51%;44,17%;7,97%;4,64%;32,53%
14.01.2020;68,80%;76,03%;81,14%;50,57%;62,95%;38,51%;43,88%;7,77%;4,43%;14,84%
15.01.2020;69,39%;76,19%;81,28%;50,90%;62,86%;38,51%;43,95%;7,91%;4,47%;26,93%
16.01.2020;70,05%;76,45%;81,43%;50,57%;62,22%;38,18%;43,73%;7,94%;4,30%;24,60%
17.01.2020;70,56%;76,66%;81,28%;50,41%;61,95%;38,18%;43,38%;7,85%;4,14%;22,02%
18.01.2020;71,08%;76,93%;81,28%;50,41%;62,04%;38,18%;43,52%;7,88%;4,07%;19,56%
19.01.2020;71,52%;76,98%;81,06%;50,41%;61,95%;38,18%;43,52%;7,12%;3,66%;16,52%
20.01.2020;72,19%;77,41%;80,99%;50,41%;62,04%;38,51%;43,65%;7,06%;3,77%;17,63%
21.01.2020;73,68%;79,11%;81,43%;50,57%;61,86%;38,51%;43,11%;6,06%;3,69%;25,71%
22.01.2020;74,36%;79,96%;81,21%;50,57%;61,86%;38,51%;43,88%;6,23%;3,22%;23,93%
23.01.2020;75,11%;80,44%;81,43%;50,57%;61,68%;38,51%;43,24%;4,78%;2,81%;24,09%
24.01.2020;75,79%;80,92%;81,28%;50,57%;61,50%;38,51%;43,59%;4,85%;3,25%;24,25%
25.01.2020;76,55%;81,24%;81,06%;50,41%;61,41%;38,35%;43,65%;4,87%;3,15%;22,81%
26.01.2020;77,08%;81,51%;81,28%;50,25%;61,14%;38,35%;43,65%;4,60%;2,85%;22,06%
27.01.2020;77,53%;81,61%;81,06%;50,25%;60,96%;38,35%;43,73%;4,35%;2,63%;22,22%
28.01.2020;78,07%;81,93%;81,21%;50,08%;60,87%;39,02%;43,45%;4,25%;2,36%;22,53%
29.01.2020;78,53%;82,15%;81,28%;50,08%;60,78%;38,68%;43,95%;4,30%;2,67%;26,76%
30.01.2020;79,07%;82,52%;81,86%;50,57%;61,14%;39,35%;43,88%;4,46%;2,81%;30,91%
31.01.2020;80,53%;83,74%;82,67%;50,57%;61,68%;39,35%;43,80%;4,70%;3,19%;33,71%
1.02.2020;81,30%;84,22%;83,25%;50,57%;61,50%;39,35%;43,95%;4,74%;2,30%;36,22%
2.02.2020;81,85%;84,49%;83,18%;50,41%;61,50%;39,71%;44,25%;4,80%;2,16%;37,89%
3.02.2020;82,16%;84,81%;83,32%;50,41%;61,50%;39,71%;44,39%;4,74%;1,95%;37,43%
4.02.2020;82,55%;85,23%;83,40%;50,41%;61,50%;39,71%;44,17%;3,86%;1,83%;36,33%
5.02.2020;83,10%;85,39%;83,61%;50,25%;61,50%;39,53%;44,10%;4,06%;1,48%;35,62%
6.02.2020;84,12%;86,67%;85,22%;51,55%;62,22%;40,60%;44,79%;5,07%;2,67%;38,44%
7.02.2020;85,14%;88,00%;85,44%;51,39%;62,31%;40,78%;44,55%;6,48%;3,69%;45,86%
8.02.2020;86,09%;88,90%;85,73%;52,05%;62,67%;40,95%;45,03%;7,35%;4,30%;44,52%
9.02.2020;86,81%;89,54%;86,09%;52,05%;62,95%;40,78%;44,95%;7,58%;4,64%;40,82%
10.02.2020;87,29%;90,13%;86,02%;51,88%;62,77%;40,60%;44,87%;7,60%;4,43%;36,92%
11.02.2020;87,77%;90,55%;86,96%;51,72%;62,58%;40,60%;45,11%;7,48%;3,73%;32,89%
12.02.2020;88,41%;91,55%;87,38%;52,21%;62,77%;40,78%;45,70%;7,23%;3,87%;30,14%
13.02.2020;89,38%;92,57%;87,38%;52,54%;62,22%;41,13%;45,79%;7,30%;4,26%;28,22%
14.02.2020;89,52%;93,11%;87,13%;52,87%;61,41%;41,13%;45,62%;6,90%;4,26%;26,07%
15.02.2020;90,03%;93,59%;87,79%;53,04%;60,87%;41,13%;45,36%;6,16%;4,03%;24,53%
16.02.2020;90,60%;93,80%;87,63%;53,04%;60,60%;40,95%;45,11%;5,64%;4,43%;22,77%
17.02.2020;91,09%;94,12%;87,46%;53,20%;59,53%;41,13%;44,79%;5,02%;4,43%;22,35%
18.02.2020;91,41%;94,54%;87,38%;53,20%;58,55%;40,95%;44,95%;5,00%;3,91%;21,43%
19.02.2020;91,82%;94,49%;87,13%;53,53%;57,93%;40,95%;44,87%;5,00%;3,80%;21,60%
20.02.2020;92,23%;94,76%;87,54%;53,53%;57,41%;40,95%;45,11%;5,04%;3,45%;21,54%
21.02.2020;92,72%;94,97%;87,79%;53,53%;57,06%;40,95%;44,71%;5,16%;3,73%;20,74%
22.02.2020;93,47%;95,71%;88,13%;53,53%;56,53%;40,78%;44,79%;5,21%;3,91%;20,31%
23.02.2020;93,96%;96,19%;88,04%;53,86%;55,84%;40,78%;44,95%;5,26%;4,07%;19,41%
24.02.2020;94,21%;96,62%;88,21%;53,70%;54,97%;40,78%;45,19%;4,98%;3,45%;19,54%
25.02.2020;94,62%;96,83%;88,04%;53,86%;54,37%;40,78%;44,71%;4,95%;3,69%;18,67%
26.02.2020;94,79%;97,10%;88,29%;54,03%;53,94%;40,60%;44,47%;4,66%;3,19%;19,80%
27.02.2020;95,04%;97,31%;88,29%;53,70%;52,92%;40,60%;44,32%;4,33%;2,85%;20,15%
28.02.2020;95,62%;97,58%;89,04%;54,20%;52,66%;40,78%;44,87%;5,02%;3,32%;22,40%
29.02.2020;96,12%;97,79%;89,13%;54,53%;52,32%;40,78%;44,25%;5,14%;3,28%;23,59%
1.03.2020;96,21%;97,90%;89,29%;55,36%;53,09%;41,13%;45,53%;6,37%;3,84%;26,12%
2.03.2020;96,29%;97,95%;89,21%;55,53%;52,83%;41,31%;45,62%;6,87%;3,73%;29,25%
3.03.2020;96,21%;98,27%;89,63%;55,53%;52,49%;41,49%;45,79%;7,06%;3,73%;30,48%
4.03.2020;96,21%;98,53%;89,71%;56,03%;52,15%;41,66%;45,70%;7,14%;3,69%;30,31%
5.03.2020;96,21%;98,59%;89,63%;56,03%;51,73%;41,66%;45,70%;7,17%;3,51%;29,61%
6.03.2020;96,21%;98,59%;89,46%;56,20%;51,56%;41,66%;45,36%;7,26%;3,62%;29,72%
7.03.2020;96,12%;98,75%;89,38%;56,20%;51,40%;41,66%;45,19%;7,38%;3,69%;29,54%
8.03.2020;95,87%;98,80%;88,96%;56,20%;51,14%;41,66%;44,95%;7,53%;3,73%;29,13%
9.03.2020;95,62%;98,96%;88,63%;56,03%;50,81%;41,49%;44,79%;7,50%;3,66%;28,15%
10.03.2020;95,79%;98,96%;88,71%;56,03%;50,56%;41,31%;44,71%;7,38%;3,35%;27,17%
11.03.2020;96,04%;99,07%;88,29%;56,70%;50,39%;41,49%;44,55%;7,66%;3,69%;26,18%
12.03.2020;96,21%;99,17%;87,79%;56,53%;50,06%;41,49%;44,39%;7,63%;3,77%;25,72%
13.03.2020;96,46%;99,33%;87,88%;56,53%;49,73%;41,66%;44,71%;7,45%;3,55%;24,39%
14.03.2020;96,71%;99,44%;87,54%;56,70%;49,40%;41,49%;44,87%;7,48%;3,42%;22,61%
